site,year,subrur,easting,northing,temperature,housesparrow,starling
15,32,1,369200,82000,5.855,3.115384616,3.423076923
15,33,1,369200,82000,5.486666667,3.576923077,4.346153846
15,34,1,369200,82000,4.725,3.192307692,4.153846154
15,35,1,369200,82000,4.968333333,2.121794872,2.493589744
16,2,1,390500,173300,2.508333333,5.192307693,5.115384616
16,3,1,390500,173300,2.165,8.153846156,4.115384616
16,4,1,390500,173300,2.308333333,6.346153847,3.846153847
16,5,1,390500,173300,2.948333333,8.535256411,2.833333334
17,2,-1,381200,214100,3.541666667,25.73076923,20.30769231
17,3,-1,381200,214100,3.305,28.15384616,26.96153846
17,4,-1,381200,214100,3.305,26.36363636,24.72727273
18,2,1,432100,266500,2.673333333,40.96153847,38.07692308
18,3,1,432100,266500,2.48,29.15384616,32.92307693
18,4,1,432100,266500,2.375,30.95769231,27.17692308
18,5,1,432100,266500,3.015,41.93076923,18.89230769
18,6,1,432100,266500,2.243333333,35.84615385,34.61538462
18,7,1,432100,266500,2.121666667,32.61538462,27.73076923
18,8,1,432100,266500,2.636666667,27.99358974,15.33012821
18,9,1,432100,266500,1.361666667,29.23076923,35.38461538
18,10,1,432100,266500,2.406666667,27.83333333,23.25
18,11,1,432100,266500,2.678333333,28.41666667,23.52564103
18,12,1,432100,266500,1.133333333,18.27272728,39.09090909
19,2,1,461900,302100,2.723333333,14.30769231,28.07692308
19,3,1,461900,302100,2.52,18.88461539,30.80769231
19,4,1,461900,302100,2.385,11.54545455,15.54545455
19,5,1,461900,302100,3.026666667,12.75213676,19.43162394
20,2,-1,591200,248700,2.626666667,39.51048951,2.206293707
20,3,-1,591200,248700,2.468333333,17.01048951,8.255244756
20,4,-1,591200,248700,2.401666667,14.5,8.730769233
20,5,-1,591200,248700,3.105,15.73076923,9.76923077
20,6,-1,591200,248700,2.243333333,13.26923077,7.269230769
20,7,-1,591200,248700,2.571666667,15.96153847,7.461538462
20,8,-1,591200,248700,2.788333333,10.07692308,6.846153846
20,9,-1,591200,248700,1.621666667,21.76923077,13.92307692
20,10,-1,591200,248700,2.553333333,16.17132868,10.24125874
20,11,-1,591200,248700,2.546666667,9.538461539,6
20,12,-1,591200,248700,1.283333333,16.69230769,18.61538462
20,13,-1,591200,248700,2.796666667,9.782051282,17.32371795
20,14,-1,591200,248700,2.45,16.57692308,12.42307693
20,15,-1,591200,248700,1.8,17.38461539,10.96153846
20,16,-1,591200,248700,1.495,17.42307693,10.61538462
20,17,-1,591200,248700,1.923333333,13.26923077,12.57692308
20,18,-1,591200,248700,3.23,8.076923077,6.730769231
20,19,-1,591200,248700,3.271666667,10.30769231,6.807692308
20,20,-1,591200,248700,4.105,16.61538462,14.19230769
21,2,-1,607900,339000,2.788333333,10.95833334,27.66025641
21,3,-1,607900,339000,2.885,15.03846154,24.42307693
21,4,-1,607900,339000,2.496666667,16.80769231,23.65384615
21,5,-1,607900,339000,3.138333333,22.84615385,12.19230769
22,2,1,500400,149500,2.871666667,9.988461539,4.815384616
22,3,1,500400,149500,2.511666667,7.076923077,8.692307693
22,4,1,500400,149500,2.741666667,7.153846154,6.923076923
22,5,1,500400,149500,3.438333333,7.461538462,6.961538462
22,6,1,500400,149500,2.346666667,3.076923077,7.153846156
22,7,1,500400,149500,2.78,13.67832168,8.083916084
22,8,1,500400,149500,2.978333333,9.384615386,10.61538462
22,9,1,500400,149500,1.776666667,8.538461538,10.53846154
23,2,1,574900,114300,3.798333333,21.11538462,11.15384615
23,3,1,574900,114300,3.433333333,24.11538462,15
23,4,1,574900,114300,3.73,26.11538462,11.23076923
23,5,1,574900,114300,4.353333333,28.30769231,18.92307692
24,2,-1,400900,162600,2.655,0,0.76923077
24,3,-1,400900,162600,2.32,0.076923077,1.5
24,4,-1,400900,162600,2.485,0.615384616,1.192307693
24,5,-1,400900,162600,3.095,0.166666667,0.083333333
24,6,-1,400900,162600,2.245,0.423076923,2.26923077
24,7,-1,400900,162600,2.33,2.884615385,2.615384616
24,8,-1,400900,162600,2.673333333,2.769230769,2
24,9,-1,400900,162600,1.401666667,0.384615385,3.769230769
24,10,-1,400900,162600,2.493333333,0.076923077,4.346153846
24,11,-1,400900,162600,2.583333333,0.038461539,2.692307693
24,12,-1,400900,162600,1.46,0.230769231,2.794871795
24,13,-1,400900,162600,2.835,0,0.346153846
24,14,-1,400900,162600,2.428333333,0.807692308,4.076923077
24,15,-1,400900,162600,1.593333333,0.461538462,1.730769231
24,16,-1,400900,162600,1.366666667,0.384615385,0.961538462
24,17,-1,400900,162600,1.93,0.153846154,0.884615385
24,18,-1,400900,162600,3.026666667,0.346153847,0.153846154
24,19,-1,400900,162600,3.356666667,0,0.206293707
24,20,-1,400900,162600,3.958333333,0,0.230769231
24,21,-1,400900,162600,2.351666667,0,0.758333334
25,2,-1,246400,339400,5.161666667,11.12820513,6.021367522
25,3,-1,246400,339400,4.868333333,8.951048951,4.090909091
25,4,-1,246400,339400,4.798333333,6.130769231,0
25,5,-1,246400,339400,5.036666667,5.166666667,0.083333334
25,6,-1,246400,339400,4.885,10.85384616,0.353846154
25,7,-1,246400,339400,4.313333333,19.87307693,0.507692308
25,8,-1,246400,339400,4.918333333,20.4,0
25,9,-1,246400,339400,3.941666667,20.58391609,0.276223777
25,10,-1,246400,339400,4.586666667,17.33333334,0
25,11,-1,246400,339400,4.728333333,9.692307693,0
26,2,-1,536600,208700,3.106666667,26.30769231,21.46153846
26,3,-1,536600,208700,2.89,24.1923077,21.76923077
26,4,-1,536600,208700,2.948333333,27.11538462,21.23076923
26,5,-1,536600,208700,3.713333333,24.80769231,18.76923077
26,6,-1,536600,208700,2.61,22.88461539,21.80769231
27,2,1,461000,303200,2.723333333,34.61538462,48.30769231
27,3,1,461000,303200,2.52,35.45512821,51.69871795
27,4,1,461000,303200,2.385,35.42307692,50.03846154
27,5,1,461000,303200,3.026666667,24.15384616,30.26923077
27,6,1,461000,303200,2.355,35.88461539,52.03846154
27,7,1,461000,303200,2.165,45.88461539,44.23076923
27,8,1,461000,303200,2.666666667,30.80769231,40.07692308
27,9,1,461000,303200,1.425,33.5,46.53846154
27,10,1,461000,303200,2.401666667,27.76923077,34.84615385
27,11,1,461000,303200,2.68,24.42307693,33.73076923
27,12,1,461000,303200,1.035,33.26923077,46.36858974
27,13,1,461000,303200,2.751666667,24.19230769,41.53846154
27,14,1,461000,303200,2.456666667,29.96794872,60.38782051
27,15,1,461000,303200,1.736666667,21.23076923,49.07692308
27,16,1,461000,303200,1.345,26.30769231,49.88461539
27,17,1,461000,303200,1.891666667,28.07692308,52.1923077
27,18,1,461000,303200,3.11,24.69230769,32.46153846
27,19,1,461000,303200,3.273333333,31.1698718,36.33653846
27,20,1,461000,303200,4.02,16.53846154,33
27,21,1,461000,303200,2.683333333,13.38461539,6.307692308
27,22,1,461000,303200,2.798333333,11.00641026,16.10576923
27,23,1,461000,303200,2.428333333,16.85897436,12.39102565
27,24,1,461000,303200,2.463333333,8.384615385,6.884615385
27,25,1,461000,303200,3.39,6.346153846,8.23076923
27,26,1,461000,303200,2.41,6.384615385,3.461538462
27,27,1,461000,303200,2.608333333,5.891608392,1.339160839
27,28,1,461000,303200,3.911666667,5.038461539,3.192307693
27,29,1,461000,303200,3.19,1.801282051,3.432692308
27,30,1,461000,303200,3.323333333,0.548076923,5.048076923
27,31,1,461000,303200,2.17,0.230769231,5.009615385
27,32,1,461000,303200,3.02,0.118589744,2.323717949
27,33,1,461000,303200,2.353333333,0.269230769,5.597902098
27,34,1,461000,303200,2.33,0.310897436,0.698717949
27,35,1,461000,303200,2.935,0.115384616,0.653846154
27,36,1,461000,303200,2.326666667,0.045454546,0.631818182
28,2,1,334700,730300,2.735,28.80769231,18.92307693
28,3,1,334700,730300,1.866666667,15,19.26923077
28,4,1,334700,730300,2.068333333,20.84615385,19.30769231
28,5,1,334700,730300,2.186666667,23.38461539,17.80769231
28,6,1,334700,730300,2.603333333,24.07692308,21.23076923
28,7,1,334700,730300,1.365,26.6923077,21.42307692
28,8,1,334700,730300,1.646666667,17.84615385,20.76923077
28,9,1,334700,730300,1.286666667,11.84615385,23.07692308
28,10,1,334700,730300,2.07,8.576923078,19.26923077
28,11,1,334700,730300,2.016666667,15.11538462,15.26923077
28,12,1,334700,730300,0.52,12.16666667,22.83333334
28,13,1,334700,730300,2.268333333,17.34615385,14.03846154
28,14,1,334700,730300,1.996666667,19.11538462,15.07692308
28,15,1,334700,730300,1.871666667,23,18.5
28,16,1,334700,730300,0.94,17.19230769,25.69230769
28,17,1,334700,730300,1.538333333,18.46153846,29.84615385
28,18,1,334700,730300,2.265,18.96153846,24.23076923
28,19,1,334700,730300,3.285,21.72756411,20.92948718
28,20,1,334700,730300,3.16,18.34615385,29.76923077
28,21,1,334700,730300,2.105,18.78671329,30.52097902
28,22,1,334700,730300,2.488333333,17.23076924,30.1923077
29,2,1,445100,216600,3.015,25.35256411,17.91666667
29,3,1,445100,216600,2.726666667,19.33333333,14.83333333
29,4,1,445100,216600,2.736666667,14.75,17.58333333
30,2,-1,480500,184100,2.258333333,22.5,9.230769231
30,3,-1,480500,184100,1.92,20.26923077,8.807692308
30,4,-1,480500,184100,2.051666667,32.34615385,10.53846154
30,5,-1,480500,184100,2.783333333,32.80769231,8.692307693
30,6,-1,480500,184100,1.776666667,40.31468532,8.391608392
30,7,-1,480500,184100,2.048333333,31.85314686,9.465034968
30,8,-1,480500,184100,2.355,21.53846154,10.30769231
30,9,-1,480500,184100,1.088333333,32.91258741,13.0944056
30,10,-1,480500,184100,2.11,30.54807693,9.766025643
30,11,-1,480500,184100,2.201666667,30.08974359,11.29166667
30,12,-1,480500,184100,0.963333333,26.96153846,11.73076923
30,13,-1,480500,184100,2.453333333,28.97435898,10.58974359
30,14,-1,480500,184100,2.081666667,17.03846154,7.461538462
30,15,-1,480500,184100,1.278333333,11.73076923,5.307692308
30,16,-1,480500,184100,0.97,4.153846154,6.615384616
30,17,-1,480500,184100,1.566666667,4.342948718,4.717948718
30,18,-1,480500,184100,2.748333333,4.769230769,5.192307692
30,19,-1,480500,184100,2.935,6.444444444,2.111111111
31,2,-1,345100,153200,3.488333333,14.1923077,10.46153846
31,3,-1,345100,153200,3.17,17.34615385,9.167832167
31,4,-1,345100,153200,3.328333333,16.30769231,3.426923077
31,5,-1,345100,153200,3.931666667,14.09615385,2.583333334
32,5,1,412800,437000,3.105,15.76923077,5.346153846
32,6,1,412800,437000,2.836666667,19,6.653846154
32,7,1,412800,437000,2.246666667,15.57692308,8.115384616
33,2,-1,482900,164400,2.63,2.115384616,7.807692307
33,3,-1,482900,164400,2.266666667,0.276923077,0
33,4,-1,482900,164400,2.465,0.455128205,0
33,5,-1,482900,164400,3.166666667,0.307692308,0
33,6,-1,482900,164400,2.136666667,0.090909091,0
33,7,-1,482900,164400,2.45,0.791666667,0.4375
33,8,-1,482900,164400,2.71,0,0
33,9,-1,482900,164400,1.478333333,1.948051948,0.363636364
34,2,1,235500,624900,3.801666667,30.30769231,32.23076923
34,3,1,235500,624900,3.151666667,23.73076924,25.11538462
34,4,1,235500,624900,3.056666667,25.66083916,20.41608392
34,5,1,235500,624900,3.088333333,19.88461539,17.76923077
34,6,1,235500,624900,3.583333333,25.45299145,24.45299145
34,7,1,235500,624900,2.368333333,27.46153846,30.03846154
34,8,1,235500,624900,2.971666667,29.23076923,21.65384616
34,9,1,235500,624900,2.285,26.64102565,26.76923077
34,10,1,235500,624900,3.02,28.28205128,26.18910257
34,11,1,235500,624900,3.116666667,30.07692308,26
34,12,1,235500,624900,1.798333333,23.1923077,35
34,13,1,235500,624900,3.241666667,19.60576923,23.80769231
34,14,1,235500,624900,3.188333333,27,24.5
34,15,1,235500,624900,2.6,24.29615385,41.18076923
34,16,1,235500,624900,1.861666667,29.11538462,37.19230769
34,17,1,235500,624900,2.535,20.96153847,29.07692308
34,18,1,235500,624900,3.238333333,31.33216784,31.43356644
35,2,1,564200,320500,3.09,14,18.84615385
35,3,1,564200,320500,2.965,4.076923077,18.38461538
35,4,1,564200,320500,2.723333333,4.192307693,17.84615385
35,5,1,564200,320500,3.431666667,3.286324787,6.615384615
35,6,1,564200,320500,2.853333333,3.423076923,12.88461539
35,7,1,564200,320500,2.848333333,3.115384616,12.23076924
35,8,1,564200,320500,3.128333333,3.076923077,11.19230769
36,2,-1,648800,274600,3.643333333,23.46153846,5.307692308
36,3,-1,648800,274600,3.578333333,21.15384616,7.076923077
36,4,-1,648800,274600,3.313333333,27.19230769,5.576923077
36,5,-1,648800,274600,3.9,29.84615385,3.307692308
36,6,-1,648800,274600,3.318333333,21.66666667,4.041666667
36,7,-1,648800,274600,3.623333333,27.65384616,6.423076923
36,8,-1,648800,274600,3.721666667,22.84615385,8.615384615
36,9,-1,648800,274600,2.738333333,35.45454546,9.479020979
36,10,-1,648800,274600,3.571666667,37.05,10.03076923
37,2,1,496800,143200,2.745,24.92307693,43.37179488
37,3,1,496800,143200,2.381666667,19.88461539,39.15384616
37,4,1,496800,143200,2.625,25.42307692,40.03846154
38,5,-1,367200,206900,3.778333333,7.875,2.541666667
38,6,-1,367200,206900,3.01,8.999999999,1.875
38,7,-1,367200,206900,2.856666667,16.28030303,1.587121212
38,8,-1,367200,206900,3.343333333,8.516025641,2.573717949
38,9,-1,367200,206900,2.033333333,8.230769231,1.307692308
39,2,1,520400,167900,3.925,14.07692308,8.307692308
39,3,1,520400,167900,3.62,5.26923077,11.03846154
40,2,1,462900,300200,2.723333333,10.92657343,8.125874128
40,3,1,462900,300200,2.52,11.86538462,4.83974359
40,4,1,462900,300200,2.385,12.55769231,6.746794874
40,5,1,462900,300200,3.026666667,7.833333334,4.820512821
40,6,1,462900,300200,2.355,12.493007,11.34965035
41,2,-1,457100,81700,4.963333333,14.35664336,13.33566434
41,3,-1,457100,81700,4.623333333,20.26068376,12.74786325
42,2,-1,362000,383600,3.508333333,15.72222222,5
42,3,-1,362000,383600,3.218333333,6.895104895,4.405594406
43,2,-1,469900,198600,2.761666667,8.919230769,6.369230769
43,3,-1,469900,198600,2.43,5.932692308,8.639423075
43,4,-1,469900,198600,2.506666667,3.993589744,3.461538462
43,5,-1,469900,198600,3.258333333,4.692307692,2
43,6,-1,469900,198600,2.301666667,11.20192308,5.596153846
43,7,-1,469900,198600,2.53,13.81730769,6.365384616
43,8,-1,469900,198600,2.853333333,10.45454545,5.454545455
43,9,-1,469900,198600,1.57,15.07692308,12
43,10,-1,469900,198600,2.618333333,15.27272727,7.727272727
43,11,-1,469900,198600,2.756666667,9.307692308,2.923076923
43,12,-1,469900,198600,1.441666667,7.6,4
44,5,1,569500,114000,4.055,35.15384615,2.615384615
44,6,1,569500,114000,2.901666667,43.76923077,1.038461539
45,2,-1,454400,294900,2.583333333,9.692307693,13.30769231
45,3,-1,454400,294900,2.385,10.19230769,15.23076923
45,4,-1,454400,294900,2.261666667,9.641666665,14.55
45,5,-1,454400,294900,2.881666667,7.318181818,8.856060606
46,8,-1,454400,294901,2.526666667,9.666666667,12.91666667
46,9,-1,454400,294901,1.271666667,8.590909091,11.93356643
46,10,-1,454400,294901,2.278333333,11.46153846,16.46153846
46,11,-1,454400,294901,2.548333333,10.93910257,14.44230769
46,12,-1,454400,294901,0.938333333,11.23076923,17.15384616
47,2,1,412900,279300,2.663333333,12.42307692,12.07692308
47,3,1,412900,279300,2.495,12.07692308,14.69230769
48,2,1,391100,803600,3.01,7.461538462,15.15384615
48,3,1,391100,803600,2.235,8.538461538,7.846153846
48,4,1,391100,803600,2.316666667,13.15384615,5.30769231
48,5,1,391100,803600,2.29,11.64615385,3.846153846
48,6,1,391100,803600,2.883333333,10.42307693,6.961538462
48,7,1,391100,803600,1.721666667,15.50480769,18.82692308
48,8,1,391100,803600,1.99,10.89583334,11.95833334
48,9,1,391100,803600,1.746666667,11.03846154,14.46153846
48,10,1,391100,803600,2.535,10.8021978,9.615384616
48,11,1,391100,803600,2.183333333,10.8,5.9
48,12,1,391100,803600,0.896666667,11.11538462,18.73076923
48,13,1,391100,803600,2.525,11.475,9.025
48,14,1,391100,803600,2.266666667,9.884615385,11.11538462
48,15,1,391100,803600,2.353333333,9.538461537,9.923076925
48,16,1,391100,803600,1.235,10.26923077,8.923076924
49,19,1,391100,803601,3.63,5.157342657,5.909090909
49,20,1,391100,803601,3.488333333,3,11
49,21,1,391100,803601,2.64,4.769230769,7.153846154
49,22,1,391100,803601,2.756666667,3.583333333,7.75
49,23,1,391100,803601,2.128333333,2.333333333,1
49,24,1,391100,803601,1.53,2,1.730769231
49,25,1,391100,803601,2.476666667,3.316666667,0.666666667
49,26,1,391100,803601,2.991666667,4.626373626,2.247252747
49,27,1,391100,803601,2.673333333,4.471590909,1.965909091
49,28,1,391100,803601,4.116666667,3.884615385,0.653846154
49,29,1,391100,803601,2.361666667,4.142857143,0.396825397
49,30,1,391100,803601,3.188333333,3,0.730769231
49,31,1,391100,803601,2.16,3.038461538,0.115384616
49,32,1,391100,803601,3.325,1.692307693,0.115384616
49,33,1,391100,803601,3.376666667,0.5,0.121794872
50,2,-1,386400,253200,3.231666667,24.36217949,9.823717951
50,3,-1,386400,253200,3.051666667,13.84615385,11.80769231
50,4,-1,386400,253200,2.975,15,12.69230769
51,2,1,368400,432600,3.18,9.884615383,9.846153848
51,3,1,368400,432600,2.81,13.84615385,6.961538462
51,4,1,368400,432600,2.671666667,10.46153846,9.423076923
51,5,1,368400,432600,3.013333333,7.692307693,5.576923077
51,6,1,368400,432600,2.828333333,7.038461539,5.384615385
51,7,1,368400,432600,2.185,6.076923077,4.076923077
51,8,1,368400,432600,2.82,4.115384616,3.692307693
51,9,1,368400,432600,1.798333333,5.26923077,3.923076924
51,10,1,368400,432600,2.686666667,6.086538462,3.602564103
51,11,1,368400,432600,2.815,6.423076923,5
51,12,1,368400,432600,1.333333333,6.384615385,5.038461539
51,13,1,368400,432600,2.961666667,8.846153847,3.653846154
51,14,1,368400,432600,2.696666667,9.692307694,5.730769231
51,15,1,368400,432600,2.163333333,8.076923077,7.615384616
51,16,1,368400,432600,1.568333333,8.807692309,14.46153846
51,17,1,368400,432600,2.148333333,12.26923077,27.15384615
51,18,1,368400,432600,3.216666667,15,12.65384616
51,19,1,368400,432600,3.745,7.5,6.307692308
51,20,1,368400,432600,4.098333333,8.076923078,11.65384616
51,21,1,368400,432600,2.696666667,8.615384616,13.88461539
52,2,-1,388200,197900,2.72,2.786324787,2.448717949
52,3,-1,388200,197900,2.443333333,8.153846154,7.615384616
52,4,-1,388200,197900,2.49,10.96153846,5.269230769
52,5,-1,388200,197900,3.141666667,13.96153847,3.230769231
52,6,-1,388200,197900,2.34,20.85314686,7.965034965
52,7,-1,388200,197900,2.263333333,24.92307693,5.5
52,8,-1,388200,197900,2.693333333,20,4.538461539
53,2,1,555900,187100,3.348333333,16.19551282,11.74038462
53,3,1,555900,187100,3.113333333,1.363636364,5.272727273
54,4,-1,411200,304200,2.49,41.53846154,9.269230771
54,5,-1,411200,304200,3.043333333,47.62820513,8.737179489
54,6,-1,411200,304200,2.42,47.17948718,12.83653846
54,7,-1,411200,304200,2.083333333,48.76923077,11.96153847
54,8,-1,411200,304200,2.636666667,36.42307692,13.42307693
54,9,-1,411200,304200,1.423333333,36.6923077,11.84615385
54,10,-1,411200,304200,2.465,35.07692308,11.42307692
54,11,-1,411200,304200,2.705,35.42307692,11.11538462
54,12,-1,411200,304200,1.138333333,37.23076924,10.11538462
54,13,-1,411200,304200,2.788333333,38.03846154,7.730769231
54,14,-1,411200,304200,2.478333333,31.34615385,12.19230769
54,15,-1,411200,304200,1.751666667,29.69230769,11.73076923
54,16,-1,411200,304200,1.38,21.2948718,12.16025641
55,2,-1,186500,56100,4.766666667,8.350427351,12.18803419
55,3,-1,186500,56100,4.7,7.854700855,6.145299145
55,4,-1,186500,56100,4.95,6.576923077,4.538461539
55,5,-1,186500,56100,5.245,6.516025641,5.814102565
55,6,-1,186500,56100,4.708333333,5.70979021,9.685314686
55,7,-1,186500,56100,4.296666667,4.5,2.26923077
55,8,-1,186500,56100,4.766666667,2.5,5.461538462
55,9,-1,186500,56100,3.908333333,2.108391609,4.213286714
55,10,-1,186500,56100,4.733333333,0,0.545454545
55,11,-1,186500,56100,4.665,0.076923077,2
55,12,-1,186500,56100,4.408333333,0,6.307692308
55,13,-1,186500,56100,4.681666667,0,1.269230769
55,14,-1,186500,56100,4.516666667,0,9.278846154
55,15,-1,186500,56100,3.986666667,0,5.461538462
55,16,-1,186500,56100,3.666666667,0.230769231,3.038461539
55,17,-1,186500,56100,4.185,0.961538462,2.511538462
55,18,-1,186500,56100,5.095,1.846153846,0.115384616
55,19,-1,186500,56100,5.73,1.112179488,0
55,20,-1,186500,56100,6.155,1.95,1.838461539
55,21,-1,186500,56100,4.175,3.461538462,2.461538462
55,22,-1,186500,56100,4.76,1.692307693,1.538461539
56,2,1,545200,260500,3.075,27.10683761,32.47008547
56,3,1,545200,260500,2.878333333,21.69230769,33.69230769
56,4,1,545200,260500,2.78,18.11538462,26.84615385
56,5,1,545200,260500,3.556666667,22.66538462,24.13846154
56,6,1,545200,260500,2.681666667,25.74825175,23.71678322
56,7,1,545200,260500,2.921666667,23.51923077,19.99230769
56,8,1,545200,260500,3.198333333,19.91208792,31.48351649
57,13,1,545200,260501,3.203333333,15.33566434,29.84265734
57,14,1,545200,260501,2.878333333,19.26223777,30.65034965
57,15,1,545200,260501,2.191666667,35.69230769,32.23076923
58,2,-1,492800,212500,2.621666667,13.08333333,14.25
58,3,-1,492800,212500,2.323333333,14.5,14.875
59,2,1,497700,220400,2.76,13.16433567,14.2027972
59,3,1,497700,220400,2.466666667,9,14.8
60,2,-1,279100,380900,5.596666667,4.246153846,0.35
60,3,-1,279100,380900,5.3,1.625,0
60,4,-1,279100,380900,5.19,0.48951049,0
60,5,-1,279100,380900,5.395,0.076923077,0
60,6,-1,279100,380900,5.27,0.045454546,0.115384616
60,7,-1,279100,380900,4.636666667,1.073717949,0.314102565
60,8,-1,279100,380900,5.266666667,6.131410257,0.493589744
60,9,-1,279100,380900,4.25,3.153846154,0.461538462
60,10,-1,279100,380900,5.016666667,0.758741259,0
60,11,-1,279100,380900,5.213333333,1.916666667,0.083333333
61,2,1,277400,381700,5.596666667,18.73076923,34.84615385
61,3,1,277400,381700,5.3,15.61538462,22.46153847
61,4,1,277400,381700,5.19,13.30769231,23.34615385
61,5,1,277400,381700,5.395,13.87179488,29.38461539
61,6,1,277400,381700,5.27,13.5,25.96153846
61,7,1,277400,381700,4.636666667,20.92307693,19.65384616
61,8,1,277400,381700,5.266666667,20.57692308,23.30769231
61,9,1,277400,381700,4.25,10.96153846,20.57692308
61,10,1,277400,381700,5.016666667,15.57692308,19.5
61,11,1,277400,381700,5.213333333,13.99242425,20.76893939
62,2,-1,465900,292000,2.256666667,11.01442308,19.30769231
62,3,-1,465900,292000,2.045,14.58333333,17.83333333
62,4,-1,465900,292000,1.926666667,11.74358974,11.52136752
62,5,-1,465900,292000,2.591666667,8.798076923,12.15384616
62,6,-1,465900,292000,1.881666667,9.384615385,11.33653846
62,7,-1,465900,292000,1.748333333,9.782051281,12.20512821
62,8,-1,465900,292000,2.241666667,8.415584416,16.00649351
62,9,-1,465900,292000,0.98,8.769230769,22
62,10,-1,465900,292000,1.956666667,4.769230769,15.76923077
62,11,-1,465900,292000,2.24,5.846153846,25.38461538
62,12,-1,465900,292000,0.6,11.53846154,27.53846154
62,13,-1,465900,292000,2.311666667,8.615384615,17.84615385
63,16,-1,465900,292001,0.896666667,8.769230769,24.23076923
63,17,-1,465900,292001,1.455,10.76923077,17.61538462
64,20,-1,465901,292002,3.585,2.111111111,0.222222222
64,21,-1,465901,292002,2.245,2,0.923076923
65,2,1,377400,392100,4.056666667,23.53846154,28.34615385
65,3,1,377400,392100,3.766666667,18.26923077,20.80769231
65,4,1,377400,392100,3.635,27.46153846,19.46153846
65,5,1,377400,392100,4.015,33.57692308,19.73076924
65,6,1,377400,392100,3.725,32.15384616,27.84615385
65,7,1,377400,392100,3.168333333,36.15384616,27.65384616
65,8,1,377400,392100,3.768333333,17.57692308,19.15384615
65,9,1,377400,392100,2.653333333,37.30769231,24.46153846
65,10,1,377400,392100,3.611666667,33.24038462,23.28846154
65,11,1,377400,392100,3.765,32.42307692,21.03846154
65,12,1,377400,392100,2.293333333,34.6923077,21.23076923
65,13,1,377400,392100,3.888333333,22.65384616,19
65,14,1,377400,392100,3.611666667,21.96153846,19.07692308
65,15,1,377400,392100,3.006666667,17.53846154,17.92307692
65,16,1,377400,392100,2.51,32.26923077,21.11538462
65,17,1,377400,392100,3.043333333,21.23076923,15.5
65,18,1,377400,392100,4.131666667,19.84615385,16.23076923
65,19,1,377400,392100,4.553333333,11.84615384,11.34615384
65,20,1,377400,392100,4.978333333,11.93589744,12.90705128
65,21,1,377400,392100,3.571666667,15.30769231,17.34615385
65,22,1,377400,392100,4.086666667,13.5,13.84615385
65,23,1,377400,392100,3.498333333,17.38461539,15.1923077
65,24,1,377400,392100,3.066666667,13,9.26923077
65,25,1,377400,392100,4.47,16.16666667,13.16666667
65,26,1,377400,392100,3.55,22.65384615,11.96153846
65,27,1,377400,392100,3.831666667,22.26923077,12.76923077
65,28,1,377400,392100,5.176666667,24.23076923,8.592948718
65,29,1,377400,392100,4.246666667,15.80769231,8.346153846
65,30,1,377400,392100,4.458333333,13.91666667,12
65,31,1,377400,392100,3.318333333,0.192307693,9.846153844
65,32,1,377400,392100,4.63,0.919871795,8.647435898
65,33,1,377400,392100,3.94,0.730769231,8.534965035
65,34,1,377400,392100,3.741666667,0.166666667,8.958333334
65,35,1,377400,392100,4.66,0.038461539,10.84615385
65,36,1,377400,392100,3.85,0.125,15.38141026
66,2,-1,407200,139500,2.975,19.61538462,10
66,3,-1,407200,139500,2.626666667,13.07692308,13.46153846
66,4,-1,407200,139500,2.848333333,10,8.615384615
66,5,-1,407200,139500,3.405,10,9.615384616
66,6,-1,407200,139500,2.558333333,8.115384616,8.615384616
66,7,-1,407200,139500,2.713333333,14.61538462,10.96153847
66,8,-1,407200,139500,3.011666667,10,8.307692308
66,9,-1,407200,139500,1.788333333,8.269230769,12.26923077
66,10,-1,407200,139500,2.845,18.07692308,14.07692308
66,11,-1,407200,139500,2.873333333,26.85,4.184615385
66,12,-1,407200,139500,1.91,15.73076923,6
66,13,-1,407200,139500,3.195,3,0
66,14,-1,407200,139500,2.808333333,11.83333334,2.5
66,15,-1,407200,139500,1.951666667,12,6.846153845
66,16,-1,407200,139500,1.718333333,17.5,1
67,3,1,383900,381600,3.293333333,5.346153847,4.384615385
67,4,1,383900,381600,3.165,12.66666667,4
67,5,1,383900,381600,3.54,7.358974359,3.278846154
67,6,1,383900,381600,3.223333333,16.57371795,4.826923077
67,7,1,383900,381600,2.696666667,9.333333333,4.333333333
68,5,-1,402900,386900,2.541666667,19.69230769,4.76923077
68,6,-1,402900,386900,2.195,12.73076923,5.269230769
68,7,-1,402900,386900,1.691666667,15.76923077,7.230769231
69,3,-1,360000,132600,2.886666667,0,3.846153846
69,4,-1,360000,132600,3.105,0,1.038461539
69,5,-1,360000,132600,3.706666667,0,0
70,5,1,368000,81200,4.963333333,7.5,11.15384616
70,6,1,368000,81200,4.165,5.150349651,16.02097902
70,7,1,368000,81200,4.333333333,5.423076924,7.807692308
70,8,1,368000,81200,4.588333333,2.090909091,14.36363636
70,9,1,368000,81200,3.496666667,2.307692308,14.15384615
70,10,1,368000,81200,4.481666667,2.625,11.66987179
70,11,1,368000,81200,4.335,0.846153846,14.76923077
70,12,1,368000,81200,3.74,1.206293707,9.111888112
70,13,1,368000,81200,4.763333333,0.884615385,6.730769231
70,14,1,368000,81200,4.43,0.583333334,5.410256411
